Medicamento,Departamento,Mes,Ventas
Morfina solucion 3% solución oral,Bolívar,Feb,32
Morfina solucion 3% solución oral,Bolívar,Mar,47
Morfina solucion 3% solución oral,Bolívar,Abr,74
Morfina solucion 3% solución oral,Bolívar,May,36
Morfina solucion 3% solución oral,Bolívar,Jun,22
Morfina solucion 3% solución oral,Bolívar,Jul,70
Morfina solucion 3% solución oral,Bolívar,Ago,57
Morfina solucion 3% solución oral,Bolívar,Sep,NA
Morfina solucion 3% solución oral,Bolívar,Oct,NA
Morfina solucion 3% solución oral,Bolívar,Nov,NA
Morfina solucion 3% solución oral,Bolívar,Dic,NA
Morfina solucion 3% solución oral,Boyacá,Ene,100
Morfina solucion 3% solución oral,Boyacá,Feb,49
Morfina solucion 3% solución oral,Boyacá,Mar,55
Morfina solucion 3% solución oral,Boyacá,Abr,137
Morfina solucion 3% solución oral,Boyacá,May,140
Morfina solucion 3% solución oral,Boyacá,Jun,63
Morfina solucion 3% solución oral,Boyacá,Jul,99
Morfina solucion 3% solución oral,Boyacá,Ago,61
Morfina solucion 3% solución oral,Boyacá,Sep,NA
Morfina solucion 3% solución oral,Boyacá,Oct,NA
Morfina solucion 3% solución oral,Boyacá,Nov,NA
Morfina solucion 3% solución oral,Boyacá,Dic,NA
Morfina solucion 3% solución oral,Caldas,Ene,211
Morfina solucion 3% solución oral,Caldas,Feb,187
Morfina solucion 3% solución oral,Caldas,Mar,246
Morfina solucion 3% solución oral,Caldas,Abr,140
Morfina solucion 3% solución oral,Caldas,May,230
Morfina solucion 3% solución oral,Caldas,Jun,133
Morfina solucion 3% solución oral,Caldas,Jul,240
Morfina solucion 3% solución oral,Caldas,Ago,200
Morfina solucion 3% solución oral,Caldas,Sep,NA
Morfina solucion 3% solución oral,Caldas,Oct,NA
Morfina solucion 3% solución oral,Caldas,Nov,NA
Morfina solucion 3% solución oral,Caldas,Dic,NA
Morfina solucion 3% solución oral,Caquetá,Ene,0
Morfina solucion 3% solución oral,Caquetá,Feb,12
Morfina solucion 3% solución oral,Caquetá,Mar,17
Morfina solucion 3% solución oral,Caquetá,Abr,56
Morfina solucion 3% solución oral,Caquetá,May,21
Morfina solucion 3% solución oral,Caquetá,Jun,10
Morfina solucion 3% solución oral,Caquetá,Jul,17
Morfina solucion 3% solución oral,Caquetá,Ago,80
Morfina solucion 3% solución oral,Caquetá,Sep,NA
Morfina solucion 3% solución oral,Caquetá,Oct,NA
Morfina solucion 3% solución oral,Caquetá,Nov,NA
Morfina solucion 3% solución oral,Caquetá,Dic,NA
Morfina solucion 3% solución oral,Casanare,Ene,0
Morfina solucion 3% solución oral,Casanare,Feb,21
Morfina solucion 3% solución oral,Casanare,Mar,15
Morfina solucion 3% solución oral,Casanare,Abr,3
Morfina solucion 3% solución oral,Casanare,May,48
Morfina solucion 3% solución oral,Casanare,Jun,9
Morfina solucion 3% solución oral,Casanare,Jul,50
Morfina solucion 3% solución oral,Casanare,Ago,4
Morfina solucion 3% solución oral,Casanare,Sep,NA
Morfina solucion 3% solución oral,Casanare,Oct,NA
Morfina solucion 3% solución oral,Casanare,Nov,NA
Morfina solucion 3% solución oral,Casanare,Dic,NA
Morfina solucion 3% solución oral,Cauca,Ene,83
Morfina solucion 3% solución oral,Cauca,Feb,80
Morfina solucion 3% solución oral,Cauca,Mar,97
Morfina solucion 3% solución oral,Cauca,Abr,83
Morfina solucion 3% solución oral,Cauca,May,6
Morfina solucion 3% solución oral,Cauca,Jun,NA
Morfina solucion 3% solución oral,Cauca,Jul,119
Morfina solucion 3% solución oral,Cauca,Ago,55
Morfina solucion 3% solución oral,Cauca,Sep,NA
Morfina solucion 3% solución oral,Cauca,Oct,NA
Morfina solucion 3% solución oral,Cauca,Nov,NA
Morfina solucion 3% solución oral,Cauca,Dic,NA
Morfina solucion 3% solución oral,Cesar,Ene,10
Morfina solucion 3% solución oral,Cesar,Feb,12
Morfina solucion 3% solución oral,Cesar,Mar,9
Morfina solucion 3% solución oral,Cesar,Abr,42
Morfina solucion 3% solución oral,Cesar,May,4
Morfina solucion 3% solución oral,Cesar,Jun,NA
Morfina solucion 3% solución oral,Cesar,Jul,16
Morfina solucion 3% solución oral,Cesar,Ago,2
Morfina solucion 3% solución oral,Cesar,Sep,NA
Morfina solucion 3% solución oral,Cesar,Oct,NA
Morfina solucion 3% solución oral,Cesar,Nov,NA
Morfina solucion 3% solución oral,Cesar,Dic,NA
Morfina solucion 3% solución oral,Chocó,Ene,20
Morfina solucion 3% solución oral,Chocó,Feb,20
Morfina solucion 3% solución oral,Chocó,Mar,4
Morfina solucion 3% solución oral,Chocó,Abr,0
Morfina solucion 3% solución oral,Chocó,May,47
Morfina solucion 3% solución oral,Chocó,Jun,10
Morfina solucion 3% solución oral,Chocó,Jul,17
Morfina solucion 3% solución oral,Chocó,Ago,26
Morfina solucion 3% solución oral,Chocó,Sep,NA
Morfina solucion 3% solución oral,Chocó,Oct,NA
Morfina solucion 3% solución oral,Chocó,Nov,NA
Morfina solucion 3% solución oral,Chocó,Dic,NA
Morfina solucion 3% solución oral,Córdoba,Ene,974
Morfina solucion 3% solución oral,Córdoba,Feb,128
Morfina solucion 3% solución oral,Córdoba,Mar,202
Morfina solucion 3% solución oral,Córdoba,Abr,308
Morfina solucion 3% solución oral,Córdoba,May,254
Morfina solucion 3% solución oral,Córdoba,Jun,340
Morfina solucion 3% solución oral,Córdoba,Jul,163
Morfina solucion 3% solución oral,Córdoba,Ago,7
Morfina solucion 3% solución oral,Córdoba,Sep,NA
Morfina solucion 3% solución oral,Córdoba,Oct,NA
Morfina solucion 3% solución oral,Córdoba,Nov,NA
Morfina solucion 3% solución oral,Córdoba,Dic,NA
Morfina solucion 3% solución oral,Cundinamarca,Ene,NA
Morfina solucion 3% solución oral,Cundinamarca,Feb,NA
Morfina solucion 3% solución oral,Cundinamarca,Mar,NA
Morfina solucion 3% solución oral,Cundinamarca,Abr,NA
Morfina solucion 3% solución oral,Cundinamarca,May,NA
Morfina solucion 3% solución oral,Cundinamarca,Jun,NA
Morfina solucion 3% solución oral,Cundinamarca,Jul,NA
Morfina solucion 3% solución oral,Cundinamarca,Ago,NA
Morfina solucion 3% solución oral,Cundinamarca,Sep,NA
Morfina solucion 3% solución oral,Cundinamarca,Oct,NA
Morfina solucion 3% solución oral,Cundinamarca,Nov,NA
Morfina solucion 3% solución oral,Cundinamarca,Dic,NA
Morfina solucion 3% solución oral,La Guajira,Ene,7
Morfina solucion 3% solución oral,La Guajira,Feb,6
Morfina solucion 3% solución oral,La Guajira,Mar,2
Morfina solucion 3% solución oral,La Guajira,Abr,4
Morfina solucion 3% solución oral,La Guajira,May,7
Morfina solucion 3% solución oral,La Guajira,Jun,10
Morfina solucion 3% solución oral,La Guajira,Jul,3
Morfina solucion 3% solución oral,La Guajira,Ago,6
Morfina solucion 3% solución oral,La Guajira,Sep,NA
Morfina solucion 3% solución oral,La Guajira,Oct,NA
Morfina solucion 3% solución oral,La Guajira,Nov,NA
Morfina solucion 3% solución oral,La Guajira,Dic,NA
Morfina solucion 3% solución oral,Guainía,Ene,NA
Morfina solucion 3% solución oral,Guainía,Feb,NA
Morfina solucion 3% solución oral,Guainía,Mar,NA
Morfina solucion 3% solución oral,Guainía,Abr,NA
Morfina solucion 3% solución oral,Guainía,May,NA
Morfina solucion 3% solución oral,Guainía,Jun,NA
Morfina solucion 3% solución oral,Guainía,Jul,9
Morfina solucion 3% solución oral,Guainía,Ago,NA
Morfina solucion 3% solución oral,Guainía,Sep,NA
Morfina solucion 3% solución oral,Guainía,Oct,NA
Morfina solucion 3% solución oral,Guainía,Nov,NA
Morfina solucion 3% solución oral,Guainía,Dic,NA
Morfina solucion 3% solución oral,Guaviare,Ene,30
Morfina solucion 3% solución oral,Guaviare,Feb,10
Morfina solucion 3% solución oral,Guaviare,Mar,7
Morfina solucion 3% solución oral,Guaviare,Abr,2
Morfina solucion 3% solución oral,Guaviare,May,4
Morfina solucion 3% solución oral,Guaviare,Jun,3
Morfina solucion 3% solución oral,Guaviare,Jul,4
Morfina solucion 3% solución oral,Guaviare,Ago,5
Morfina solucion 3% solución oral,Guaviare,Sep,NA
Morfina solucion 3% solución oral,Guaviare,Oct,NA
Morfina solucion 3% solución oral,Guaviare,Nov,NA
Morfina solucion 3% solución oral,Guaviare,Dic,NA
Morfina solucion 3% solución oral,Huila,Ene,40
Morfina solucion 3% solución oral,Huila,Feb,85
Morfina solucion 3% solución oral,Huila,Mar,78
Morfina solucion 3% solución oral,Huila,Abr,50
Morfina solucion 3% solución oral,Huila,May,97
Morfina solucion 3% solución oral,Huila,Jun,104
Morfina solucion 3% solución oral,Huila,Jul,183
Morfina solucion 3% solución oral,Huila,Ago,184
Morfina solucion 3% solución oral,Huila,Sep,NA
Morfina solucion 3% solución oral,Huila,Oct,NA
Morfina solucion 3% solución oral,Huila,Nov,NA
Morfina solucion 3% solución oral,Huila,Dic,NA
Morfina solucion 3% solución oral,Magdalena,Ene,43
Morfina solucion 3% solución oral,Magdalena,Feb,70
Morfina solucion 3% solución oral,Magdalena,Mar,51
Morfina solucion 3% solución oral,Magdalena,Abr,37
Morfina solucion 3% solución oral,Magdalena,May,76
Morfina solucion 3% solución oral,Magdalena,Jun,136
Morfina solucion 3% solución oral,Magdalena,Jul,74
Morfina solucion 3% solución oral,Magdalena,Ago,33
Morfina solucion 3% solución oral,Magdalena,Sep,NA
Morfina solucion 3% solución oral,Magdalena,Oct,NA
Morfina solucion 3% solución oral,Magdalena,Nov,NA
Morfina solucion 3% solución oral,Magdalena,Dic,NA
Morfina solucion 3% solución oral,Meta,Ene,97
Morfina solucion 3% solución oral,Meta,Feb,62
Morfina solucion 3% solución oral,Meta,Mar,158
Morfina solucion 3% solución oral,Meta,Abr,86
Morfina solucion 3% solución oral,Meta,May,105
Morfina solucion 3% solución oral,Meta,Jun,59
Morfina solucion 3% solución oral,Meta,Jul,701
Morfina solucion 3% solución oral,Meta,Ago,80
Morfina solucion 3% solución oral,Meta,Sep,NA
Morfina solucion 3% solución oral,Meta,Oct,NA
Morfina solucion 3% solución oral,Meta,Nov,NA
Morfina solucion 3% solución oral,Meta,Dic,NA
Morfina solucion 3% solución oral,Nariño,Ene,61
Morfina solucion 3% solución oral,Nariño,Feb,67
Morfina solucion 3% solución oral,Nariño,Mar,92
Morfina solucion 3% solución oral,Nariño,Abr,58
Morfina solucion 3% solución oral,Nariño,May,77
Morfina solucion 3% solución oral,Nariño,Jun,41
Morfina solucion 3% solución oral,Nariño,Jul,98
Morfina solucion 3% solución oral,Nariño,Ago,44
Morfina solucion 3% solución oral,Nariño,Sep,NA
Morfina solucion 3% solución oral,Nariño,Oct,NA
Morfina solucion 3% solución oral,Nariño,Nov,NA
Morfina solucion 3% solución oral,Nariño,Dic,NA
Morfina solucion 3% solución oral,Norte de Santander,Ene,218
Morfina solucion 3% solución oral,Norte de Santander,Feb,163
Morfina solucion 3% solución oral,Norte de Santander,Mar,214
Morfina solucion 3% solución oral,Norte de Santander,Abr,173
Morfina solucion 3% solución oral,Norte de Santander,May,171
Morfina solucion 3% solución oral,Norte de Santander,Jun,200
Morfina solucion 3% solución oral,Norte de Santander,Jul,211
Morfina solucion 3% solución oral,Norte de Santander,Ago,113
Morfina solucion 3% solución oral,Norte de Santander,Sep,NA
Morfina solucion 3% solución oral,Norte de Santander,Oct,NA
Morfina solucion 3% solución oral,Norte de Santander,Nov,NA
Morfina solucion 3% solución oral,Norte de Santander,Dic,NA
Morfina solucion 3% solución oral,Putumayo,Ene,0
Morfina solucion 3% solución oral,Putumayo,Feb,4
Morfina solucion 3% solución oral,Putumayo,Mar,0
Morfina solucion 3% solución oral,Putumayo,Abr,0
Morfina solucion 3% solución oral,Putumayo,May,0
Morfina solucion 3% solución oral,Putumayo,Jun,1
Morfina solucion 3% solución oral,Putumayo,Jul,0
Morfina solucion 3% solución oral,Putumayo,Ago,0
Morfina solucion 3% solución oral,Putumayo,Sep,NA
Morfina solucion 3% solución oral,Putumayo,Oct,NA
Morfina solucion 3% solución oral,Putumayo,Nov,NA
Morfina solucion 3% solución oral,Putumayo,Dic,NA
Morfina solucion 3% solución oral,Quindío,Ene,48
Morfina solucion 3% solución oral,Quindío,Feb,82
Morfina solucion 3% solución oral,Quindío,Mar,48
Morfina solucion 3% solución oral,Quindío,Abr,64
Morfina solucion 3% solución oral,Quindío,May,82
Morfina solucion 3% solución oral,Quindío,Jun,53
Morfina solucion 3% solución oral,Quindío,Jul,48
Morfina solucion 3% solución oral,Quindío,Ago,295
Morfina solucion 3% solución oral,Quindío,Sep,NA
Morfina solucion 3% solución oral,Quindío,Oct,NA
Morfina solucion 3% solución oral,Quindío,Nov,NA
Morfina solucion 3% solución oral,Quindío,Dic,NA
Morfina solucion 3% solución oral,Risaralda,Ene,814
Morfina solucion 3% solución oral,Risaralda,Feb,285
Morfina solucion 3% solución oral,Risaralda,Mar,349
Morfina solucion 3% solución oral,Risaralda,Abr,558
Morfina solucion 3% solución oral,Risaralda,May,299
Morfina solucion 3% solución oral,Risaralda,Jun,294
Morfina solucion 3% solución oral,Risaralda,Jul,243
Morfina solucion 3% solución oral,Risaralda,Ago,488
Morfina solucion 3% solución oral,Risaralda,Sep,304
Morfina solucion 3% solución oral,Risaralda,Oct,NA
Morfina solucion 3% solución oral,Risaralda,Nov,NA
Morfina solucion 3% solución oral,Risaralda,Dic,NA
Morfina solucion 3% solución oral,San Andrés y Providencia,Ene,0
Morfina solucion 3% solución oral,San Andrés y Providencia,Feb,0
Morfina solucion 3% solución oral,San Andrés y Providencia,Mar,0
Morfina solucion 3% solución oral,San Andrés y Providencia,Abr,1
Morfina solucion 3% solución oral,San Andrés y Providencia,May,2
Morfina solucion 3% solución oral,San Andrés y Providencia,Jun,5
Morfina solucion 3% solución oral,San Andrés y Providencia,Jul,0
Morfina solucion 3% solución oral,San Andrés y Providencia,Ago,0
Morfina solucion 3% solución oral,San Andrés y Providencia,Sep,NA
Morfina solucion 3% solución oral,San Andrés y Providencia,Oct,NA
Morfina solucion 3% solución oral,San Andrés y Providencia,Nov,NA
Morfina solucion 3% solución oral,San Andrés y Providencia,Dic,NA
Morfina solucion 3% solución oral,Santander,Ene,504
Morfina solucion 3% solución oral,Santander,Feb,454
Morfina solucion 3% solución oral,Santander,Mar,233
Morfina solucion 3% solución oral,Santander,Abr,225
Morfina solucion 3% solución oral,Santander,May,780
Morfina solucion 3% solución oral,Santander,Jun,395
Morfina solucion 3% solución oral,Santander,Jul,440
Morfina solucion 3% solución oral,Santander,Ago,1126
Morfina solucion 3% solución oral,Santander,Sep,NA
Morfina solucion 3% solución oral,Santander,Oct,NA
Morfina solucion 3% solución oral,Santander,Nov,NA
Morfina solucion 3% solución oral,Santander,Dic,NA
Morfina solucion 3% solución oral,Sucre,Ene,11
Morfina solucion 3% solución oral,Sucre,Feb,21
Morfina solucion 3% solución oral,Sucre,Mar,24
Morfina solucion 3% solución oral,Sucre,Abr,17
Morfina solucion 3% solución oral,Sucre,May,15
Morfina solucion 3% solución oral,Sucre,Jun,6
Morfina solucion 3% solución oral,Sucre,Jul,2
Morfina solucion 3% solución oral,Sucre,Ago,1
Morfina solucion 3% solución oral,Sucre,Sep,NA
Morfina solucion 3% solución oral,Sucre,Oct,NA
Morfina solucion 3% solución oral,Sucre,Nov,NA
Morfina solucion 3% solución oral,Sucre,Dic,NA
Morfina solucion 3% solución oral,Tolima,Ene,88
Morfina solucion 3% solución oral,Tolima,Feb,37
Morfina solucion 3% solución oral,Tolima,Mar,101
Morfina solucion 3% solución oral,Tolima,Abr,83
Morfina solucion 3% solución oral,Tolima,May,124
Morfina solucion 3% solución oral,Tolima,Jun,52
Morfina solucion 3% solución oral,Tolima,Jul,112
Morfina solucion 3% solución oral,Tolima,Ago,155
Morfina solucion 3% solución oral,Tolima,Sep,NA
Morfina solucion 3% solución oral,Tolima,Oct,NA
Morfina solucion 3% solución oral,Tolima,Nov,NA
Morfina solucion 3% solución oral,Tolima,Dic,NA
Morfina solucion 3% solución oral,Valle del Cauca,Ene,1091
Morfina solucion 3% solución oral,Valle del Cauca,Feb,648
Morfina solucion 3% solución oral,Valle del Cauca,Mar,734
Morfina solucion 3% solución oral,Valle del Cauca,Abr,809
Morfina solucion 3% solución oral,Valle del Cauca,May,976
Morfina solucion 3% solución oral,Valle del Cauca,Jun,898
Morfina solucion 3% solución oral,Valle del Cauca,Jul,856
Morfina solucion 3% solución oral,Valle del Cauca,Ago,900
Morfina solucion 3% solución oral,Valle del Cauca,Sep,NA
Morfina solucion 3% solución oral,Valle del Cauca,Oct,NA
Morfina solucion 3% solución oral,Valle del Cauca,Nov,NA
Morfina solucion 3% solución oral,Valle del Cauca,Dic,NA
Morfina solucion 3% solución oral,Vaupés,Ene,NA
Morfina solucion 3% solución oral,Vaupés,Feb,NA
Morfina solucion 3% solución oral,Vaupés,Mar,NA
